time,RFCC_Acc_Y,LFCC_Acc_Y
0.0,-0.06678862531436791,-0.001954037400148101
0.005,-0.13115195246764255,-0.0066485766280849345
0.01,-0.2554992133271483,-0.01865068828306171
0.015,-0.37070246089725334,-0.03294506876208014
0.02,-0.4747964934495923,-0.04646878984759795
0.025,-0.5649186571397009,-0.05897043395224344
0.03,-0.6388506945399719,-0.07021669333142644
0.035,-0.6950915575843375,-0.08000235560099433
0.04,-0.7328784676294835,-0.0881613647390368
0.045,-0.7521629699133392,-0.09457654292068796
0.05,-0.7535523244802445,-0.09918600871117167
0.055,-0.738226474213111,-0.10198531283811546
0.06,-0.70783934428853,-0.10302526574670351
0.065,-0.6644115958420731,-0.10240611730454308
0.07,-0.6102206917652178,-0.10026913320646541
0.075,-0.547693214688572,-0.0967867745682583
0.08,-0.47930348038049925,-0.0921527156305667
0.085,-0.4074815477145056,-0.08657274332222192
0.09,-0.33453295216068235,-0.08025704621035254
0.095,-0.26257188357945416,-0.07341371061375662
0.1,-0.1934688526540107,-0.06624287584364731
0.105,-0.12881306604777276,-0.05893121739606325
0.11,-0.06988894652475419,-0.05164692625969631
0.115,-0.017665709117497985,-0.04453559704842293
0.12,0.02720132729518976,-0.03771727151642426
0.125,0.064359084445753,-0.03128464995327815
0.13,0.09373613544569886,-0.02530251522503411
0.135,0.11551457609808569,-0.019808616818117727
0.14,0.13009574904177007,-0.014816289991648211
0.145,0.13806132892697526,-0.010318794143282538
0.15,0.14013152504284132,-0.006294910451476454
0.155,0.13712239707146512,-0.0027149756014921284
0.16,0.1299043259818332,0.0004536068403115934
0.165,0.11936347854093467,0.003242184286955649
0.17,0.10636775715497943,0.005678427138633438
0.175,0.09173834638045464,0.007785597300324923
0.18,0.07622753860845315,0.009583004274382738
0.185,0.06050300265632021,0.011086929324921599
0.19,0.04513810724247054,0.012311531483755182
0.195,0.03060745644285487,0.013269750207411939
0.2,0.017286572621610957,0.013974450213360988
0.205,0.005454733260679162,0.014439760568540936
0.21,-0.00469978868200549,0.014682147264855047
0.215,-0.013072634769883962,0.014720771792831032
0.22,-0.019634911121713117,0.014577118200298488
0.225,-0.024423836114095793,0.01427424066489101
0.23,-0.02753283033420932,0.013835976982434798
0.235,-0.029101229471839657,0.013286212392138477
0.24,-0.029303734009955548,0.012648089267131003
0.245,-0.028339807459021288,0.011943128978009192
0.25,-0.026423371541195423,0.01119040994299602
0.255,-0.023773164098539447,0.010405922485379183
0.26,-0.020604017981407076,0.009601998337949155
0.265,-0.0171191945455451,0.00878663147729774
0.27,-0.013503849315865672,0.007962733000077542
0.275,-0.009919731506480279,0.007127660934091999
0.28,-0.0065012980095424736,0.006273447126936588
0.285,-0.0033534956514369788,0.005387983765237109
0.29,-0.000551401254300643,0.004457193600204683
0.295,0.001858363702877952,0.0034679770677392696
0.3,0.0038548306366958905,0.002411481681008354
0.305,0.005438950958369652,0.001286057863625345
0.31,0.006629233887212035,9.932842939264219e-05
0.315,0.0074569353792686074,-0.001130930235593297
0.32,0.007961050868665602,-0.002377151723598203
0.325,0.008183529607608257,-0.0036034875268153854
0.33,0.00816522312669931,-0.004768171159463812
0.335,0.007943030711965442,-0.005826288231913772
0.34,0.007548491303355255,-0.0067325994397738065
0.345,0.0070077264434420805,-0.007444396409050959
0.35,0.0063422867384144085,-0.007924581678420133
0.355,0.005570273224231315,-0.008145037920570523
0.36,0.004707219402044771,-0.008090035397012585
0.365,0.003766549429506938,-0.00775913228117097
0.37,0.0027597033131154802,-0.007168850451666476
0.375,0.0016960862176507163,-0.006352462029424185
0.38,0.0005829944276669607,-0.005357586613907724
0.385,-0.0005742309209022523,-0.004241877514932206
0.39,-0.0017714612691399623,-0.0030675725821271947
0.395,-0.0030042239735461607,-0.001895858186218291
0.4,-0.0042655365719568294,-0.0007818688047667166
0.405,-0.005543760423698557,0.00022910418620015333
0.41,-0.0068211775800630925,0.0011038944150332242
0.415,-0.00807369149522507,0.0018222012327484514
0.42,-0.009271619744577457,0.002375976529567222
0.425,-0.010381255712399437,0.0027678164054911747
0.43,-0.011366826932945877,0.003008894015410487
0.435,-0.012192570612690183,0.0031170998463281273
0.44,-0.01282473947332717,0.00311591080888185
0.445,-0.01323342814676386,0.0030339582643534833
0.45,-0.013394214947437522,0.002904611088672123
0.455,-0.013289707641916936,0.0027646941954007076
0.46,-0.012911085725475491,0.002651910224171772
0.465,-0.012259610880560653,0.002601220090214816
0.47,-0.011347859313115606,0.0026408829215007826
0.475,-0.01020024390085971,0.002788914611162596
0.48,-0.00885244204011925,0.003050506152346699
0.485,-0.007349692720870486,0.003416656794730244
0.49,-0.0057443540370183364,0.0038641409686679326
0.495,-0.004093282242978443,0.004356929755155996
0.5,-0.0024553945829452993,0.004849065997536428
0.505,-0.000889457379438241,0.005288655272028819
0.51,0.0005479759334292567,0.005622333458177302
0.515,0.0018044467629874106,0.005799550871277141
0.52,0.0028332011086096252,0.005776266400348
0.525,0.003594544239859939,0.005517974392077456
0.53,0.004057022554837527,0.00500213504905922
0.535,0.004198318468517922,0.004219957676943054
0.54,0.004005481721502942,0.003177308073887275
0.545,0.003474223347321722,0.001894524104262274
0.55,0.0026075335374020608,0.0004050948932299292
0.555,0.001414407590383247,-0.0012466833731572535
0.56,-9.045670714691312e-05,-0.0030088162858099565
0.5650000000000001,-0.0018855118457672387,-0.004825007273634441
0.5700000000000001,-0.003939889960680171,-0.006637705665335496
0.5750000000000001,-0.006210298149866934,-0.008390311522399434
0.58,-0.00863827307440174,-0.0100284530397233
0.585,-0.011148709098263147,-0.011500645556550268
0.59,-0.013650176806700987,-0.012758780335087032
0.595,-0.016037099763099846,-0.013758772854233204
0.6,-0.018193630253637835,-0.014461498497642097
0.605,-0.019999046354834946,-0.01483402717776804
0.61,-0.021334403687456295,-0.014851133460247454
0.615,-0.022089896784294155,-0.014496979832445675
0.62,-0.02217217964268768,-0.013766734425191262
0.625,-0.021511014303410278,-0.012667834336932405
0.63,-0.02006488668735426,-0.01122071019867831
0.635,-0.01782531071836678,-0.009458925312788573
0.64,-0.014819448010783276,-0.007428721392921382
0.645,-0.011110687867699198,-0.00518791673220775
0.65,-0.00679703273727128,-0.002804068987538596
0.655,-0.002007334707876396,-0.0003518586146888901
0.66,0.0031044246115552454,0.0020902292044766534
0.665,0.008366400391190965,0.004443682248078666
0.67,0.013597029181777742,0.0066337871023947025
0.675,0.01861332354224919,0.00859298376472139
0.68,0.023238807407910372,0.010263305743407603
0.685,0.027310873788088927,0.011597758284720417
0.6900000000000001,0.03068752208212898,0.01256083537817253
0.6950000000000001,0.033253528822996224,0.013128579708876476
0.7000000000000001,0.03492614092284222,0.013288599706884474
0.705,0.03566012603162286,0.013040292482458107
0.71,0.0354513320637739,0.012395223555961
0.715,0.034337324801159114,0.011377334768791762
0.72,0.03239408874344815,0.010022564933453982
0.725,0.029729199849981548,0.008377599812403595
0.73,0.026473063749810042,0.00649771434706458
0.735,0.022769775042785746,0.0044439177396604565
0.74,0.01876836500751542,0.0022798037592863807
0.745,0.014614689065650652,6.862676578123228e-05
0.75,0.010444223674044295,-0.0021288807919628283
0.755,0.006376225206139452,-0.0042556371946389435
0.76,0.002509772203307392,-0.006258364941302823
0.765,-0.0010779010913175568,-0.008087274343138155
0.77,-0.004330702616917037,-0.009696015078963775
0.775,-0.007211036267884552,-0.011042479114786723
0.78,-0.00969608293304168,-0.012090528468888796
0.785,-0.011774007483689161,-0.012812179456211926
0.79,-0.013440868019110035,-0.01318958268319291
0.795,-0.01469864558796273,-0.013216391190118405
0.8,-0.015554474762513579,-0.012898519688242505
0.805,-0.016020816503292665,-0.012254464950789402
0.81,-0.016116008137201366,-0.011315183259918971
0.8150000000000001,-0.01586454918078849,-0.010123314418253307
0.8200000000000001,-0.015296758266769558,-0.008731610741996569
0.8250000000000001,-0.01444787171447358,-0.007200659921302581
0.8300000000000001,-0.013356860223368138,-0.00559606262164895
0.835,-0.012065066403321861,-0.003985139504880719
0.84,-0.010614523767982212,-0.0024332742985855305
0.845,-0.009045893877246405,-0.0010002076911153068
0.85,-0.007396312266116914,0.0002632615292874618
0.855,-0.005697698876394593,0.00131780692136374
0.86,-0.003976020996354631,0.002137205683094834
0.865,-0.002251660021901355,0.002709082955165698
0.87,-0.0005406929620477285,0.003034738703222569
0.875,0.0011432266373123633,0.003127933052304851
0.88,0.002786669179632991,0.0030125754233001345
0.885,0.004374193192813177,0.002719536793405194
0.89,0.005886425633638831,0.0022831130819689315
0.895,0.007298845175141006,0.0017378040529258953
0.9,0.008581616417790976,0.0011159589272669024
0.905,0.009700711780169504,0.0004465647596152422
0.91,0.010620342281697493,-0.0002448483809924795
0.915,0.011306429400281806,-0.0009354697944274903
0.92,0.011730607436444263,-0.0016040984414100734
0.925,0.011874120438903889,-0.0022301653684664267
0.93,0.01173093469533092,-0.0027932655989992804
0.935,0.011309411997118102,-0.0032732855982154224
0.94,0.010632078206596174,-0.0036508984299299663
0.945,0.009733436079972783,-0.00390811761010745
0.95,0.008656243837812376,-0.004028811960887779
0.955,0.007446954045509095,-0.003999298512402653
0.96,0.006151033763313045,-0.003809089304551698
0.965,0.004808829080049641,-0.0034516905882853166
0.97,0.0034525844400778993,-0.002925316984114801
0.975,0.0021050780372178224,-0.0022335425687192156
0.98,0.0007800043671402079,-0.001386081666643335
0.985,-0.0005161654942575922,-0.0003998679855676812
0.99,-0.0017814098705493109,0.0006996757971222678
0.995,-0.0030151567493419407,0.0018776515324780974
1.0,-0.00421570242465924,0.003089626209140703
1.005,-0.00537848425308237,0.004282950926537382
1.01,-0.0064953477694640535,0.005399462169553025
1.015,-0.007554705040790886,0.006379198879491427
1.02,-0.008542331313288201,0.007164727568298449
1.025,-0.00944243441720613,0.007705817847725158
1.03,-0.010238597535172651,0.00796419549109472
1.035,-0.010914368672887396,0.00791785591305327
1.04,-0.011453589773635644,0.007564232985357558
1.045,-0.011840737941071194,0.006921580505681046
1.05,-0.012061428772902607,0.006028172175476214
1.055,-0.012102990130413705,0.004939273088355754
1.06,-0.011954937877245424,0.00372226965108521
1.065,-0.011609329620698716,0.0024507714082133963
1.07,-0.011061159709768705,0.0011986790501516682
1.075,-0.010309001746833257,3.4983422292380684e-05
1.08,-0.009355981768965873,-0.000980408132456054
1.085,-0.008210967162503042,-0.0017998357805470815
1.09,-0.006889645826024762,-0.002390075579850056
1.095,-0.0054150508474127,-0.0027335512146286975
1.1,-0.0038172533464830433,-0.0028286450738601553
1.105,-0.002132349241756905,-0.0026892102856113124
1.11,-0.0004010821751609592,-0.0023432641783393982
1.115,0.0013327292849307365,-0.0018307352857682806
1.12,0.0030239903944906665,-0.0012001463176147652
1.125,0.0046282604352577625,-0.0005042367051899636
1.13,0.006103477473517992,0.0002051792110879646
1.135,0.007411169835203093,0.0008823943448810351
1.14,0.00851716074836692,0.0014920371125270865
1.145,0.009392079327552604,0.0020114674422977517
1.15,0.01001207274446967,0.002430897697980317
1.155,0.010359944615201394,0.002751413541002283
1.16,0.010426612231162471,0.0029817149770572306
1.165,0.010212467937797936,0.0031347121480784774
1.17,0.009728161784705596,0.00322482755237274
1.175,0.008994549900442877,0.0032662794194226992
1.18,0.008041918127554854,0.003272290509093165
1.185,0.006908840184882659,0.0032551203611230727
1.19,0.0056409645581290396,0.0032266866988539507
1.195,0.004289675310298304,0.0031992689887960744
1.2,0.002910254630172946,0.0031857154760395164
1.205,0.001559197308287321,0.003198837401496844
1.21,0.0002906843008521308,0.0032500366107246458
1.215,-0.0008473121580365936,0.003347510054041436
1.22,-0.0018164852805923927,0.003494609730081413
1.225,-0.0025904091800477286,0.0036889881875890058
1.23,-0.003155099910623335,0.003922884327112179
1.235,-0.00350803060169547,0.004184466576484525
1.24,-0.0036560338898983177,0.004459844863591293
1.245,-0.003612615243486765,0.004735251356624559
1.25,-0.0033952231263790385,0.004998894822883064
1.255,-0.0030230036284884052,0.005242090584545157
1.26,-0.0025154086734424513,0.005459418991682341
1.265,-0.0018917561801501514,0.00564783230259102
1.27,-0.0011716184364462916,0.0058048718482250905
1.275,-0.00037582708838359083,0.0059264547085380245
1.28,0.00047213792200297665,0.006004839887951967
1.285,0.0013446545108042121,0.006027309505141076
1.29,0.002208706238038278,0.00597594949187652
1.295,0.003025260741518189,0.005828722936218611
1.3,0.00374968186953596,0.005561701376999288
1.305,0.004333541036860551,0.0051519792382048735
1.31,0.0047279943411027165,0.0045807137582620575
1.315,0.004888456585350191,0.003835915625982636
1.32,0.004779790898101755,0.002914803662656923
1.325,0.004380992229435783,0.0018255361529995462
1.33,0.003688540248258907,0.0005879869075186839
1.335,0.00271799095137306,-0.0007668323481979239
1.34,0.001503655424217567,-0.002198869291358846
1.345,9.639968987510197e-05,-0.0036623138207403025
1.35,-0.0014401254266882893,-0.005109318241602906
1.355,-0.003034191498896239,-0.006493409675467604
1.36,-0.0046108646337473,-0.007772189212573742
1.365,-0.006096453307291545,-0.00890924396585998
1.37,-0.007422346589702776,-0.009875359717348445
1.375,-0.008528383391537457,-0.010649178809929667
1.38,-0.009365864212451643,-0.011217416106923377
1.385,-0.009900002452267742,-0.0115746015207474
1.39,-0.01011141090021538,-0.011722190531715516
1.395,-0.009996359242325765,-0.011666951298794347
1.4,-0.00956580401094698,-0.011418792823247868
1.405,-0.008843317961071379,-0.010988482144025348
1.41,-0.007862116805545957,-0.010385854960714987
1.415,-0.006661586370082483,-0.009619070439281757
1.42,-0.005283942882750053,-0.008695197662289558
1.425,-0.003771653614670318,-0.007622056069678218
1.43,-0.0021659772988514084,-0.006410914667887036
1.435,-0.000506636668529091,-0.005079415405706521
1.44,0.001167648691513496,-0.003653881169851686
1.445,0.0028181987291820212,-0.0021701493041259186
1.45,0.004405400726215054,-0.0006724921163492673
1.455,0.005888022419942046,0.0007890989994319454
1.46,0.007222995629918539,0.002162521594684077
1.465,0.00836585562886684,0.0033973505044304873
1.47,0.00927204220775299,0.004448327883110868
1.475,0.009899158397619347,0.0052782053802769135
1.48,0.010210058114568085,0.005859676226593873
1.485,0.010176447798126972,0.006176313642969331
1.49,0.009782563812210657,0.006222623474316786
1.495,0.009028316474823909,0.006003409160149063
1.5,0.007931145970419166,0.0055326602056650145
1.505,0.006526011118879214,0.004832157863488021
1.51,0.004863504179697345,0.003929962887516654
1.515,0.003006670897098867,0.0028589808502843764
1.52,0.001027298677636023,0.001655884032469827
1.525,-0.0009977756211920312,0.000360603446658587
1.53,-0.0029901186031633803,-0.0009837163518877931
1.535,-0.004872959802382181,-0.0023307442329922566
1.54,-0.006574400721826051,-0.00363145886379537
1.545,-0.008030564516436873,-0.004835333823383052
1.55,-0.009188393273040786,-0.005892107024818587
1.555,-0.010007690282609592,-0.006753906105094719
1.56,-0.010462200581784483,-0.007377582119749709
1.565,-0.010539826818245494,-0.007727169224969176
1.57,-0.01024225593959647,-0.007776313539986637
1.575,-0.009584279841456943,-0.007510415001021897
1.58,-0.008592980304467056,-0.00692822098162791
1.585,-0.00730677312823505,-0.006042679497841891
1.59,-0.0057741594888138376,-0.0048809685341932516
1.595,-0.004052001647370001,-0.003483750264665658
1.6,-0.002203240270581785,-0.0019037865562676198
1.605,-0.00029414672155785027,-0.00020404229688079228
1.61,0.0016086550244321235,0.001544671596454033
1.615,0.0034411541295131347,0.0032665249426244262
1.62,0.005144720782546162,0.004883934421329204
1.625,0.006668438554991028,0.006321082768812183
1.63,0.007970647042032618,0.007507381591942388
1.635,0.009019437854052027,0.008380660564188966
1.64,0.009792218503745764,0.008890144228157468
1.645,0.010274775403029679,0.008999468069870165
1.65,0.010460254458877206,0.008689827992514058
1.655,0.01034828222801208,0.007962911505909859
1.66,0.009944374459580633,0.0068428797568298675
1.665,0.009259831094476896,0.005376637130050058
1.67,0.008312254950171308,0.003631908488399599
1.675,0.007126542717594792,0.0016930595568175992
1.68,0.005735834844866644,-0.00034498081391549397
1.685,0.004181727935570433,-0.0023839935895165077
1.69,0.002513212052956997,-0.004330062171797832
1.695,0.00078425460179328,-0.006100609276105149
1.7,-0.0009495201022779662,-0.007630072484587875
1.705,-0.0026342916170208133,-0.008873510331763885
1.71,-0.004220950155975307,-0.009807653081983475
1.715,-0.005667132512909869,-0.010429341470574727
1.72,-0.006938431808300973,-0.010751820110055363
1.725,-0.008008920241264775,-0.010799721760124104
1.73,-0.008861052070852058,-0.010603672338183042
1.735,-0.009485006021092705,-0.010195371779753139
1.74,-0.009877603053842762,-0.009603867587504318
1.745,-0.010040995175009107,-0.00885347004211387
1.75,-0.009981362522104787,-0.007963325606352885
1.755,-0.009707904815359212,-0.006948272694051759
1.76,-0.00923237817445075,-0.005820503510633977
1.765,-0.00856921761731578,-0.004591681196197711
1.77,-0.0077359931895504,-0.0032751841738231854
1.775,-0.006753791982117025,-0.0018879911948488648
1.78,-0.005647217977067211,-0.00045169951978782374
1.785,-0.004443971983070248,0.00100754902629948
1.79,-0.003174203129674393,0.0024601238155952665
1.795,-0.0018698431928143855,0.0038746374742437348
1.8,-0.0005639766050613282,0.005219916373144812
1.805,0.0007098552569750616,0.006466722598741342
1.81,0.001918555732194377,0.0075889381204064105
1.815,0.003030671499004687,0.008564302571389931
1.82,0.0040178830549742126,0.009375049978199719
1.825,0.0048566527188320455,0.010008718639697968
1.83,0.005529776299573196,0.010459126451634045
1.835,0.006027541193853722,0.010727281352407289
1.84,0.00634827188528142,0.010821951257300446
1.845,0.006498233955776192,0.010759643023883205
1.85,0.0064910636520920575,0.010563738411351038
1.855,0.00634692483276744,0.010262595295751352
1.86,0.00609143871579397,0.009886699771799439
1.865,0.005754307789551664,0.00946539496564647
1.87,0.005367661558519629,0.009023977314592795
1.875,0.004964329994283751,0.008581756273962255
1.88,0.0045762131337667745,0.008151176200454914
1.885,0.004232714168228558,0.007737778613625661
1.89,0.00395913518556057,0.007340858532156606
1.895,0.0037750678128389784,0.006954807209691421
1.9,0.0036929416131314917,0.006570974970276925
1.905,0.003716909471274118,0.006179632128677767
1.91,0.003842249990437802,0.005771638303153637
1.915,0.004055505686162423,0.005339673242410449
1.92,0.004335505168384646,0.0048790430453582515
1.925,0.004655128369090992,0.00438813976755268
1.93,0.004983373661637803,0.0038686770670537454
1.935,0.005287290555155977,0.0033257720518431316
1.94,0.0055336275253559004,0.002767774160172834
1.945,0.0056902871377939555,0.0022056292788175044
1.95,0.005727713379677361,0.001651670572488946
1.955,0.00562027303887546,0.0011179710424524675
1.96,0.005347631848673373,0.0006145195468931844
1.965,0.004896031793411013,0.00014739216074310252
1.97,0.0042592492427218215,-0.0002829697836048625
1.975,0.0034389646442978053,-0.0006830576714023234
1.98,0.0024444250008581955,-0.0010665724015090847
1.985,0.0012916064116019477,-0.0014531494971326067
1.99,2.323700121244221e-06,-0.0018655036331249736
1.995,-0.0013963814579742995,-0.0023255346918382783
2.0,-0.0028726140518298693,-0.0028502116611318143
2.005,-0.004390052408043223,-0.0034480338639842553
2.01,-0.00590867142520303,-0.004116746597171303
2.015,-0.007385832274930851,-0.004842761414991438
2.02,-0.008777732095888356,-0.0056023080733603806
2.025,-0.010041202171340517,-0.006363871918546725
2.03,-0.011135724166155516,-0.0070912548003841044
2.035,-0.01202530632826691,-0.007746719424872445
2.04,-0.012679801483672917,-0.008293904892609127
2.045,-0.013075535979823194,-0.00870030684305708
2.05,-0.01319553909944174,-0.008939125374940241
2.055,-0.013029812529552171,-0.008990356718196825
2.06,-0.012575838131168296,-0.008841176649587914
2.065,-0.011839200761354616,-0.00848586004096337
2.07,-0.010834128388736788,-0.00792565297404997
2.075,-0.009583849587091176,-0.007169047517940693
2.08,-0.008120686967760977,-0.0062326187638019
2.085,-0.006485748087126236,-0.005142073027508797
2.09,-0.004728090620131888,-0.003932863918487649
2.095,-0.002903302022127914,-0.002649858000225316
2.1,-0.0010714524974364745,-0.0013458115613041166
2.105,0.0007056005521644121,-7.86249711559623e-05
2.11,0.002367480052356409,0.0010924653745191595
2.115,0.0038589031433389,0.0021113557779450717
